i j d
111 2 100.34
2 112 113.66
112 2 113.66
2 113 119.11
113 2 119.11
2 114 116.43
114 2 116.43
2 115 109.93
115 2 109.93
2 116 103.22
116 2 103.22
2 117 96.57
117 2 96.57
2 118 89.81
118 2 89.81
2 119 83.26
119 2 83.26
2 120 75.16
120 2 75.16
2 121 60.31
121 2 60.31
2 122 54.93
122 2 54.93
2 123 48.4
123 2 48.4
2 124 34.85
124 2 34.85
2 125 29.23
125 2 29.23
2 126 24.71
126 2 24.71
2 127 21.27
127 2 21.27
2 128 18.02
128 2 18.02
2 129 13.69
129 2 13.69
2 130 12.0
130 2 12.0
2 131 14.53
131 2 14.53
2 132 30.93
132 2 30.93
2 133 36.96
133 2 36.96
2 134 43.43
134 2 43.43
2 135 54.61
135 2 54.61
2 136 59.72
136 2 59.72
2 137 65.87
137 2 65.87
2 138 72.97
138 2 72.97
2 139 79.58
139 2 79.58
2 140 84.91
140 2 84.91
2 141 88.85
141 2 88.85
2 142 93.89
142 2 93.89
2 143 100.66
143 2 100.66
2 144 113.93
144 2 113.93
2 145 119.37
145 2 119.37
2 146 116.7
146 2 116.7
2 147 110.22
147 2 110.22
2 148 103.53
148 2 103.53
2 149 96.9
149 2 96.9
2 150 90.16
150 2 90.16
2 151 83.64
151 2 83.64
2 152 75.58
152 2 75.58
2 153 60.83
153 2 60.83
2 154 55.5
154 2 55.5
2 155 49.05
155 2 49.05
2 156 35.74
156 2 35.74
2 157 30.29
157 2 30.29
2 158 25.95
158 2 25.95
2 159 22.7
159 2 22.7
2 160 20.14
160 2 20.14
2 161 16.38
161 2 16.38
2 162 15.0
162 2 15.0
2 163 17.1
163 2 17.1
2 164 32.22
164 2 32.22
2 165 38.04
165 2 38.04
2 166 44.35
166 2 44.35
2 167 55.35
167 2 55.35
2 168 60.39
168 2 60.39
2 169 66.48
169 2 66.48
2 170 73.53
170 2 73.53
2 171 80.09
171 2 80.09
2 172 85.39
172 2 85.39
2 173 89.31
173 2 89.31
2 174 94.32
174 2 94.32
2 175 101.06
175 2 101.06
2 176 114.29
176 2 114.29
2 177 119.71
177 2 119.71
2 178 117.05
178 2 117.05
2 179 110.58
179 2 110.58
2 180 103.92
180 2 103.92
2 181 97.31
181 2 97.31
2 182 90.61
182 2 90.61
2 183 84.12
183 2 84.12
2 184 76.11
184 2 76.11
2 185 61.49
185 2 61.49
2 186 56.23
186 2 56.23
2 187 49.87
187 2 49.87
2 188 36.86
188 2 36.86
2 189 31.6
189 2 31.6
2 190 27.47
190 2 27.47
2 191 24.42
191 2 24.42
2 192 22.46
192 2 22.46
2 193 19.16
193 2 19.16
2 194 18.0
194 2 18.0
2 195 19.78
195 2 19.78
2 196 33.72
196 2 33.72
2 197 39.32
197 2 39.32
2 198 45.46
198 2 45.46
2 199 56.24
199 2 56.24
2 200 61.21
200 2 61.21
2 201 67.22
201 2 67.22
2 202 74.2
202 2 74.2
2 203 80.7
203 2 80.7
2 204 85.97
204 2 85.97
2 205 89.86
205 2 89.86
2 206 94.84
206 2 94.84
2 207 101.55
207 2 101.55
2 208 114.72
208 2 114.72
2 209 120.13
209 2 120.13
2 210 117.47
210 2 117.47
2 211 111.03
211 2 111.03
2 212 104.39
212 2 104.39
2 213 97.82
213 2 97.82
2 214 91.15
214 2 91.15
2 215 84.7
215 2 84.7
2 216 76.76
216 2 76.76
2 217 62.29
217 2 62.29
2 218 57.1
218 2 57.1
2 219 50.85
219 2 50.85
2 220 38.18
220 2 38.18
2 221 33.13
221 2 33.13
2 222 29.21
222 2 29.21
2 223 26.37
223 2 26.37
2 224 24.93
224 2 24.93
2 225 22.01
225 2 22.01
2 226 21.0
226 2 21.0
2 227 22.54
227 2 22.54
2 228 35.41
228 2 35.41
2 229 40.78
229 2 40.78
2 230 46.73
230 2 46.73
2 231 57.27
231 2 57.27
2 232 62.16
232 2 62.16
2 233 68.09
233 2 68.09
2 234 74.98
234 2 74.98
2 235 81.42
235 2 81.42
2 236 86.64
236 2 86.64
2 237 90.51
237 2 90.51
2 238 95.46
238 2 95.46
2 239 102.12
239 2 102.12
2 240 115.23
240 2 115.23
2 241 120.61
241 2 120.61
2 242 117.96
242 2 117.96
2 243 111.55
243 2 111.55
2 244 104.95
244 2 104.95
2 245 98.42
245 2 98.42
2 246 91.79
246 2 91.79
2 247 85.39
247 2 85.39
2 248 77.52
248 2 77.52
2 249 63.22
249 2 63.22
2 250 58.12
250 2 58.12
2 251 51.99
251 2 51.99
2 252 39.68
252 2 39.68
2 253 34.85
253 2 34.85
2 254 31.15
254 2 31.15
2 255 28.5
255 2 28.5
2 256 27.51
256 2 27.51
2 257 24.89
257 2 24.89
2 258 24.0
258 2 24.0
2 259 25.36
259 2 25.36
2 260 37.27
260 2 37.27
2 261 42.41
261 2 42.41
2 262 48.15
262 2 48.15
2 263 58.44
263 2 58.44
2 264 63.23
264 2 63.23
2 265 69.07
265 2 69.07
2 266 75.88
266 2 75.88
2 267 82.25
267 2 82.25
2 268 87.42
268 2 87.42
2 269 91.25
269 2 91.25
2 270 96.16
270 2 96.16
2 271 102.78
271 2 102.78
2 272 115.81
272 2 115.81
2 273 121.17
273 2 121.17
2 274 118.54
274 2 118.54
2 275 112.16
275 2 112.16
2 276 105.59
276 2 105.59
2 277 99.1
277 2 99.1
2 278 92.53
278 2 92.53
2 279 86.18
279 2 86.18
2 280 78.38
280 2 78.38
2 281 64.28
281 2 64.28
2 282 59.27
282 2 59.27
2 283 53.27
283 2 53.27
2 284 41.35
284 2 41.35
2 285 36.73
285 2 36.73
2 286 33.25
286 2 33.25
2 287 30.78
287 2 30.78
2 288 30.16
288 2 30.16
2 289 27.79
289 2 27.79
2 290 27.0
290 2 27.0
2 291 28.22
291 2 28.22
2 292 39.27
292 2 39.27
2 293 44.17
293 2 44.17
2 294 49.71
294 2 49.71
2 295 59.73
295 2 59.73
2 296 64.43
296 2 64.43
2 297 70.17
297 2 70.17
2 298 76.88
298 2 76.88
2 299 83.17
299 2 83.17
2 300 88.29
300 2 88.29
2 301 92.09
301 2 92.09
2 302 96.96
302 2 96.96
2 303 103.52
303 2 103.52
2 304 116.47
304 2 116.47
2 305 121.8
305 2 121.8
2 306 119.18
306 2 119.18
2 307 112.84
307 2 112.84
2 308 106.32
308 2 106.32
2 309 99.87
309 2 99.87
2 310 93.35
310 2 93.35
2 311 87.06
311 2 87.06
2 312 79.35
312 2 79.35
2 313 65.46
313 2 65.46
2 314 60.54
314 2 60.54
2 315 54.69
315 2 54.69
2 316 43.16
316 2 43.16
2 317 38.76
317 2 38.76
2 318 35.47
318 2 35.47
2 319 33.17
319 2 33.17
2 320 32.87
320 2 32.87
2 321 30.71
321 2 30.71
2 322 30.0
322 2 30.0
2 323 31.1
323 2 31.1
2 324 41.39
324 2 41.39
2 325 46.07
325 2 46.07
2 326 51.4
326 2 51.4
2 327 61.15
327 2 61.15
2 328 65.74
328 2 65.74
2 329 71.38
329 2 71.38
2 330 77.98
330 2 77.98
2 331 84.2
331 2 84.2
2 332 89.25
332 2 89.25
2 333 93.01
333 2 93.01
2 334 97.83
334 2 97.83
2 335 104.35
335 2 104.35
2 336 117.2
336 2 117.2
2 337 122.5
337 2 122.5
2 338 119.89
338 2 119.89
2 339 113.59
339 2 113.59
2 340 107.12
340 2 107.12
2 341 100.72
341 2 100.72
2 342 94.26
342 2 94.26
2 343 88.04
343 2 88.04
2 344 80.42
344 2 80.42
2 345 66.75
345 2 66.75
2 346 61.94
346 2 61.94
2 347 56.23
347 2 56.23
2 348 45.1
348 2 45.1
2 349 40.91
349 2 40.91
2 350 37.81
350 2 37.81
2 351 35.66
351 2 35.66
2 352 35.63
352 2 35.63
2 353 33.65
353 2 33.65
2 354 33.0
354 2 33.0
2 355 34.0
355 2 34.0
2 356 43.61
356 2 43.61
2 357 48.07
357 2 48.07
2 358 53.21
358 2 53.21
2 359 62.67
359 2 62.67
2 360 67.17
360 2 67.17
2 361 72.69
361 2 72.69
2 362 79.18
362 2 79.18
2 363 85.31
363 2 85.31
2 364 90.31
364 2 90.31
2 365 94.02
365 2 94.02
2 366 98.79
366 2 98.79
2 367 105.25
367 2 105.25
2 368 118.01
368 2 118.01
2 369 123.27
369 2 123.27
2 370 120.68
370 2 120.68
2 371 114.42
371 2 114.42
2 372 108.0
372 2 108.0
2 373 101.66
373 2 101.66
2 374 95.26
374 2 95.26
2 375 89.11
375 2 89.11
2 376 81.59
376 2 81.59
2 377 68.15
377 2 68.15
2 378 63.45
378 2 63.45
2 379 57.89
379 2 57.89
2 380 47.15
380 2 47.15
2 381 43.16
381 2 43.16
2 382 40.23
382 2 40.23
2 383 38.21
383 2 38.21
3 4 21.48
4 3 21.48
3 5 27.93
5 3 27.93
3 6 34.71
6 3 34.71
3 7 46.25
7 3 46.25
3 8 51.47
8 3 51.47
3 9 57.74
9 3 57.74
3 10 64.95
10 3 64.95
3 11 71.64
11 3 71.64
3 12 77.03
12 3 77.03
3 13 81.01
13 3 81.01
3 14 86.09
14 3 86.09
3 15 92.91
15 3 92.91
3 16 106.27
16 3 106.27
3 17 111.74
17 3 111.74
3 18 118.07
18 3 118.07
3 19 114.69
19 3 114.69
3 20 107.96
20 3 107.96
3 21 101.28
21 3 101.28
3 22 94.49
22 3 94.49
3 23 87.9
23 3 87.9
3 24 79.75
24 3 79.75
3 25 64.76
25 3 64.76
3 26 59.32
26 3 59.32
3 27 52.69
27 3 52.69
3 28 38.57
28 3 38.57
3 29 33.57
29 3 33.57
3 30 29.71
30 3 29.71
3 31 26.93
31 3 26.93
3 32 21.85
32 3 21.85
3 33 15.08
33 3 15.08
3 34 8.73
34 3 8.73
3 35 3.0
35 3 3.0
3 36 21.69
36 3 21.69
3 37 28.09
37 3 28.09
3 38 34.84
38 3 34.84
3 39 46.35
39 3 46.35
3 40 51.56
40 3 51.56
3 41 57.82
41 3 57.82
3 42 65.02
42 3 65.02
3 43 71.7
43 3 71.7
3 44 77.09
44 3 77.09
3 45 81.07
45 3 81.07
3 46 86.14
46 3 86.14
3 47 92.96
47 3 92.96
3 48 106.31
48 3 106.31
3 49 111.78
49 3 111.78
3 50 118.11
50 3 118.11
3 51 114.73
51 3 114.73
3 52 108.0
52 3 108.0
3 53 101.32
53 3 101.32
3 54 94.54
54 3 94.54
3 55 87.95
55 3 87.95
3 56 79.81
56 3 79.81
3 57 64.83
57 3 64.83
3 58 59.4
58 3 59.4
3 59 52.78
59 3 52.78
3 60 38.69
60 3 38.69
3 61 33.7
61 3 33.7
3 62 29.86
62 3 29.86
3 63 27.1
63 3 27.1
3 64 22.46
64 3 22.46
3 65 15.95
65 3 15.95
3 66 10.16
66 3 10.16
3 67 6.0
67 3 6.0
3 68 22.3
68 3 22.3
3 69 28.57
69 3 28.57
3 70 35.22
70 3 35.22
3 71 46.64
71 3 46.64
3 72 51.82
72 3 51.82
3 73 58.05
73 3 58.05
3 74 65.23
74 3 65.23
3 75 71.89
75 3 71.89
3 76 77.26
76 3 77.26
3 77 81.23
77 3 81.23
3 78 86.3
78 3 86.3
3 79 93.1
79 3 93.1
3 80 106.44
80 3 106.44
3 81 111.9
81 3 111.9
3 82 118.22
82 3 118.22
3 83 114.85
83 3 114.85
3 84 108.13
84 3 108.13
3 85 101.46
85 3 101.46
3 86 94.68
86 3 94.68
3 87 88.1
87 3 88.1
3 88 79.98
88 3 79.98
3 89 65.04
89 3 65.04
3 90 59.62
90 3 59.62
3 91 53.03
91 3 53.03
3 92 39.03
92 3 39.03
3 93 34.1
93 3 34.1
3 94 30.31
94 3 30.31
3 95 27.59
95 3 27.59
3 96 23.44
96 3 23.44
3 97 17.3
97 3 17.3
3 98 12.18
98 3 12.18
3 99 9.0
99 3 9.0
3 100 23.29
100 3 23.29
3 101 29.34
101 3 29.34
3 102 35.86
102 3 35.86
3 103 47.12
103 3 47.12
3 104 52.25
104 3 52.25
3 105 58.44
105 3 58.44
3 106 65.57
106 3 65.57
3 107 72.2
107 3 72.2
3 108 77.55
108 3 77.55
3 109 81.51
109 3 81.51
3 110 86.56
110 3 86.56
3 111 93.34
111 3 93.34
3 112 106.65
112 3 106.65
3 113 112.1
113 3 112.1
3 114 118.41
114 3 118.41
3 115 115.04
115 3 115.04
3 116 108.33
116 3 108.33
3 117 101.68
117 3 101.68
3 118 94.92
118 3 94.92
3 119 88.36
119 3 88.36
3 120 80.26
120 3 80.26
3 121 65.38
121 3 65.38
3 122 60.0
122 3 60.0
3 123 53.45
123 3 53.45
3 124 39.61
124 3 39.61
3 125 34.76
125 3 34.76
3 126 31.04
126 3 31.04
3 127 28.39
127 3 28.39
3 128 24.74
128 3 24.74
3 129 19.04
129 3 19.04
3 130 14.53
130 3 14.53
3 131 12.0
131 3 12.0
3 132 24.6
132 3 24.6
3 133 30.4
133 3 30.4
3 134 36.73
134 3 36.73
3 135 47.78
135 3 47.78
3 136 52.85
136 3 52.85
3 137 58.97
137 3 58.97
3 138 66.05
138 3 66.05
3 139 72.64
139 3 72.64
3 140 77.96
140 3 77.96
3 141 81.89
141 3 81.89
3 142 86.92
142 3 86.92
3 143 93.68
143 3 93.68
3 144 106.95
144 3 106.95
3 145 112.38
145 3 112.38
3 146 118.68
146 3 118.68
3 147 115.32
147 3 115.32
3 148 108.62
148 3 108.62
3 149 101.99
149 3 101.99
3 150 95.25
150 3 95.25
3 151 88.72
151 3 88.72
3 152 80.65
152 3 80.65
3 153 65.86
153 3 65.86
3 154 60.52
154 3 60.52
3 155 54.04
155 3 54.04
3 156 40.39
156 3 40.39
3 157 35.65
157 3 35.65
3 158 32.04
158 3 32.04
3 159 29.48
159 3 29.48
3 160 26.33
160 3 26.33
3 161 21.06
161 3 21.06
3 162 17.1
162 3 17.1
3 163 15.0
163 3 15.0
3 164 26.2
164 3 26.2
3 165 31.7
165 3 31.7
3 166 37.81
166 3 37.81
3 167 48.62
167 3 48.62
3 168 53.61
168 3 53.61
3 169 59.66
169 3 59.66
3 170 66.66
170 3 66.66
3 171 73.19
171 3 73.19
3 172 78.48
172 3 78.48
3 173 82.39
173 3 82.39
3 174 87.39
174 3 87.39
3 175 94.11
175 3 94.11
3 176 107.32
176 3 107.32
3 177 112.74
177 3 112.74
3 178 119.02
178 3 119.02
3 179 115.67
179 3 115.67
3 180 109.0
180 3 109.0
3 181 102.38
181 3 102.38
3 182 95.67
182 3 95.67
3 183 89.17
183 3 89.17
3 184 81.15
184 3 81.15
3 185 66.47
185 3 66.47
3 186 61.19
186 3 61.19
3 187 54.78
187 3 54.78
3 188 41.38
188 3 41.38
3 189 36.77
189 3 36.77
3 190 33.28
190 3 33.28
3 191 30.83
191 3 30.83
3 192 28.15
192 3 28.15
3 193 23.29
193 3 23.29
3 194 19.78
194 3 19.78
3 195 18.0
195 3 18.0
3 196 28.02
196 3 28.02
3 197 33.23
197 3 33.23
3 198 39.1
198 3 39.1
3 199 49.63
199 3 49.63
3 200 54.53
200 3 54.53
3 201 60.48
201 3 60.48
3 202 67.4
202 3 67.4
3 203 73.87
203 3 73.87
3 204 79.11
204 3 79.11
3 205 82.99
205 3 82.99
3 206 87.95
206 3 87.95
3 207 94.64
207 3 94.64
3 208 107.78
208 3 107.78
3 209 113.18
209 3 113.18
3 210 119.43
210 3 119.43
3 211 116.09
211 3 116.09
3 212 109.45
212 3 109.45
3 213 102.87
213 3 102.87
3 214 96.19
214 3 96.19
3 215 89.72
215 3 89.72
3 216 81.76
216 3 81.76
3 217 67.22
217 3 67.22
3 218 61.99
218 3 61.99
3 219 55.68
219 3 55.68
3 220 42.56
220 3 42.56
3 221 38.09
221 3 38.09
3 222 34.74
222 3 34.74
3 223 32.39
223 3 32.39
3 224 30.15
224 3 30.15
3 225 25.68
225 3 25.68
3 226 22.54
226 3 22.54
3 227 21.0
227 3 21.0
3 228 30.04
228 3 30.04
3 229 34.94
229 3 34.94
3 230 40.57
230 3 40.57
3 231 50.79
231 3 50.79
3 232 55.59
232 3 55.59
3 233 61.44
233 3 61.44
3 234 68.26
234 3 68.26
3 235 74.65
235 3 74.65
3 236 79.84
236 3 79.84
3 237 83.69
237 3 83.69
3 238 88.61
238 3 88.61
3 239 95.25
239 3 95.25
3 240 108.33
240 3 108.33
3 241 113.7
241 3 113.7
3 242 119.92
242 3 119.92
3 243 116.6
243 3 116.6
3 244 109.98
244 3 109.98
3 245 103.43
245 3 103.43
3 246 96.8
246 3 96.8
3 247 90.37
247 3 90.37
3 248 82.47
248 3 82.47
3 249 68.08
249 3 68.08
3 250 62.93
250 3 62.93
3 251 56.72
251 3 56.72
3 252 43.92
252 3 43.92
3 253 39.6
253 3 39.6
3 254 36.38
254 3 36.38
3 255 34.15
255 3 34.15
3 256 32.32
256 3 32.32
3 257 28.19
257 3 28.19
3 258 25.36
258 3 25.36
3 259 24.0
259 3 24.0
3 260 32.21
260 3 32.21
3 261 36.83
261 3 36.83
3 262 42.2
262 3 42.2
3 263 52.11
263 3 52.11
3 264 56.79
264 3 56.79
3 265 62.53
265 3 62.53
3 266 69.24
266 3 69.24
3 267 75.55
267 3 75.55
3 268 80.68
268 3 80.68
3 269 84.49
269 3 84.49
3 270 89.37
270 3 89.37
3 271 95.96
271 3 95.96
3 272 108.95
272 3 108.95
3 273 114.29
273 3 114.29
3 274 120.48
274 3 120.48
3 275 117.17
275 3 117.17
3 276 110.6
276 3 110.6
3 277 104.08
277 3 104.08
3 278 97.49
278 3 97.49
3 279 91.12
279 3 91.12
3 280 83.28
280 3 83.28
3 281 69.06
281 3 69.06
3 282 63.99
282 3 63.99
3 283 57.9
283 3 57.9
3 284 45.43
284 3 45.43
3 285 41.27
285 3 41.27
3 286 38.19
286 3 38.19
3 287 36.07
287 3 36.07
3 288 34.6
288 3 34.6
3 289 30.78
289 3 30.78
3 290 28.22
290 3 28.22
3 291 27.0
291 3 27.0
3 292 34.5
292 3 34.5
3 293 38.85
293 3 38.85
3 294 43.97
294 3 43.97
3 295 53.55
295 3 53.55
3 296 58.12
296 3 58.12
3 297 63.74
297 3 63.74
3 298 70.34
298 3 70.34
3 299 76.56
299 3 76.56
3 300 81.62
300 3 81.62
3 301 85.39
301 3 85.39
3 302 90.22
302 3 90.22
3 303 96.75
303 3 96.75
3 304 109.65
304 3 109.65
3 305 114.96
305 3 114.96
3 306 121.12
306 3 121.12
3 307 117.83
307 3 117.83
3 308 111.29
308 3 111.29
3 309 104.82
309 3 104.82
3 310 98.27
310 3 98.27
3 311 91.95
311 3 91.95
3 312 84.2
312 3 84.2
3 313 70.16
313 3 70.16
3 314 65.18
314 3 65.18
3 315 59.21
315 3 59.21
3 316 47.08
316 3 47.08
3 317 43.08
317 3 43.08
3 318 40.15
318 3 40.15
3 319 38.13
319 3 38.13
3 320 36.99
320 3 36.99
3 321 33.44
321 3 33.44
3 322 31.1
322 3 31.1
3 323 30.0
323 3 30.0
3 324 36.9
324 3 36.9
3 325 40.99
325 3 40.99
3 326 45.88
326 3 45.88
3 327 55.13
327 3 55.13
3 328 59.57
328 3 59.57
3 329 65.07
329 3 65.07
3 330 71.54
330 3 71.54
3 331 77.67
331 3 77.67
3 332 82.67
332 3 82.67
3 333 86.39
333 3 86.39
3 334 91.17
334 3 91.17
3 335 97.63
335 3 97.63
3 336 110.42
336 3 110.42
3 337 115.7
337 3 115.7
3 338 121.82
338 3 121.82
3 339 118.55
339 3 118.55
3 340 112.05
340 3 112.05
3 341 105.63
341 3 105.63
3 342 99.14
342 3 99.14
3 343 92.88
343 3 92.88
3 344 85.21
344 3 85.21
3 345 71.37
345 3 71.37
3 346 66.47
346 3 66.47
3 347 60.63
347 3 60.63
3 348 48.86
348 3 48.86
3 349 45.02
349 3 45.02
3 350 42.22
350 3 42.22
3 351 40.31
351 3 40.31
3 352 39.46
352 3 39.46
3 353 36.16
353 3 36.16
3 354 34.0
354 3 34.0
3 355 33.0
355 3 33.0
3 356 39.37
356 3 39.37
3 357 43.23
357 3 43.23
3 358 47.89
358 3 47.89
3 359 56.82
359 3 56.82
3 360 61.14
360 3 61.14
3 361 66.5
361 3 66.5
3 362 72.85
362 3 72.85
3 363 78.88
363 3 78.88
3 364 83.8
364 3 83.8
3 365 87.47
365 3 87.47
3 366 92.2
366 3 92.2
3 367 98.6
367 3 98.6
3 368 111.28
368 3 111.28
3 369 116.51
369 3 116.51
3 370 122.59
370 3 122.59
3 371 119.34
371 3 119.34
3 372 112.89
372 3 112.89
3 373 106.52
373 3 106.52
3 374 100.09
374 3 100.09
3 375 93.89
375 3 93.89
3 376 86.31
376 3 86.31
3 377 72.68
377 3 72.68
3 378 67.88
378 3 67.88
3 379 62.17
379 3 62.17
3 380 50.76
380 3 50.76
3 381 47.07
381 3 47.07
3 382 44.4
382 3 44.4
3 383 42.59
383 3 42.59
4 5 6.58
5 4 6.58
4 6 13.44
6 4 13.44
4 7 25.59
7 4 25.59
4 8 30.81
8 4 30.81
4 9 37.08
9 4 37.08
4 10 44.29
10 4 44.29
4 11 50.98
11 4 50.98
4 12 56.37
12 4 56.37
4 13 60.35
13 4 60.35
4 14 65.43
14 4 65.43
4 15 72.25
15 4 72.25
4 16 85.61
16 4 85.61
4 17 91.08
17 4 91.08
4 18 97.41
18 4 97.41
4 19 103.82
19 4 103.82
4 20 110.52
20 4 110.52
4 21 117.19
21 4 117.19
4 22 115.96
22 4 115.96
4 23 109.37
23 4 109.37
4 24 101.22
24 4 101.22
4 25 86.23
25 4 86.23
4 26 80.79
26 4 80.79
4 27 74.16
27 4 74.16
4 28 60.04
28 4 60.04
4 29 54.99
29 4 54.99
4 30 50.94
30 4 50.94
4 31 47.74
31 4 47.74
4 32 41.71
32 4 41.71
4 33 34.99
33 4 34.99
4 34 28.67
34 4 28.67
4 35 21.69
35 4 21.69
4 36 3.0
36 4 3.0
4 37 7.23
37 4 7.23
4 38 13.77
38 4 13.77
4 39 25.77
39 4 25.77
4 40 30.96
40 4 30.96
4 41 37.2
41 4 37.2
4 42 44.39
42 4 44.39
4 43 51.07
43 4 51.07
4 44 56.45
44 4 56.45
4 45 60.42
45 4 60.42
4 46 65.5
46 4 65.5
4 47 72.31
47 4 72.31
4 48 85.66
48 4 85.66
4 49 91.13
49 4 91.13
4 50 97.46
50 4 97.46
4 51 103.86
51 4 103.86
4 52 110.56
52 4 110.56
4 53 117.23
53 4 117.23
4 54 116.0
54 4 116.0
4 55 109.41
55 4 109.41
4 56 101.26
56 4 101.26
4 57 86.28
57 4 86.28
4 58 80.85
58 4 80.85
4 59 74.22
59 4 74.22
4 60 60.11
60 4 60.11
4 61 55.07
61 4 55.07
4 62 51.03
62 4 51.03
4 63 47.83
63 4 47.83
4 64 42.03
64 4 42.03
4 65 35.37
65 4 35.37
4 66 29.13
66 4 29.13
4 67 22.3
67 4 22.3
4 68 6.0
68 4 6.0
4 69 8.9
69 4 8.9
4 70 14.72
70 4 14.72
4 71 26.28
71 4 26.28
4 72 31.39
72 4 31.39
4 73 37.56
73 4 37.56
4 74 44.69
74 4 44.69
4 75 51.33
75 4 51.33
4 76 56.69
76 4 56.69
4 77 60.65
77 4 60.65
4 78 65.7
78 4 65.7
4 79 72.5
79 4 72.5
4 80 85.82
80 4 85.82
4 81 91.28
81 4 91.28
4 82 97.59
82 4 97.59
4 83 103.99
83 4 103.99
4 84 110.68
84 4 110.68
4 85 117.34
85 4 117.34
4 86 116.12
86 4 116.12
4 87 109.53
87 4 109.53
4 88 101.4
88 4 101.4
4 89 86.44
89 4 86.44
4 90 81.01
90 4 81.01
4 91 74.4
91 4 74.4
4 92 60.34
92 4 60.34
4 93 55.32
93 4 55.32
4 94 51.29
94 4 51.29
4 95 48.12
95 4 48.12
4 96 42.56
96 4 42.56
4 97 36.0
97 4 36.0
4 98 29.9
98 4 29.9
4 99 23.29
99 4 23.29
4 100 9.0
100 4 9.0
4 101 11.15
101 4 11.15
4 102 16.18
102 4 16.18
4 103 27.13
103 4 27.13
4 104 32.1
104 4 32.1
4 105 38.16
105 4 38.16
4 106 45.2
106 4 45.2
4 107 51.77
107 4 51.77
4 108 57.08
108 4 57.08
4 109 61.02
109 4 61.02
4 110 66.05
110 4 66.05
4 111 72.81
111 4 72.81
4 112 86.08
112 4 86.08
4 113 91.52
113 4 91.52
4 114 97.82
114 4 97.82
4 115 104.21
115 4 104.21
4 116 110.89
116 4 110.89
4 117 117.54
117 4 117.54
4 118 116.31
118 4 116.31
4 119 109.74
119 4 109.74
4 120 101.62
120 4 101.62
4 121 86.7
121 4 86.7
4 122 81.29
122 4 81.29
4 123 74.7
123 4 74.7
4 124 60.71
124 4 60.71
4 125 55.72
125 4 55.72
4 126 51.73
126 4 51.73
4 127 48.58
127 4 48.58
4 128 43.3
128 4 43.3
4 129 36.87
129 4 36.87
4 130 30.93
130 4 30.93
4 131 24.6
131 4 24.6
4 132 12.0
132 4 12.0
4 133 13.69
133 4 13.69
4 134 18.02
134 4 18.02
4 135 28.26
135 4 28.26
4 136 33.06
136 4 33.06
4 137 38.97
137 4 38.97
4 138 45.89
138 4 45.89
4 139 52.37
139 4 52.37
4 140 57.63
140 4 57.63
4 141 61.53
141 4 61.53
4 142 66.52
142 4 66.52
4 143 73.24
143 4 73.24
4 144 86.45
144 4 86.45
4 145 91.87
145 4 91.87
4 146 98.15
146 4 98.15
4 147 104.51
147 4 104.51
4 148 111.17
148 4 111.17
4 149 117.8
149 4 117.8
4 150 116.58
150 4 116.58
4 151 110.03
151 4 110.03
4 152 101.93
152 4 101.93
4 153 87.06
153 4 87.06
4 154 81.68
154 4 81.68
4 155 75.12
155 4 75.12
4 156 61.23
156 4 61.23
4 157 56.28
157 4 56.28
4 158 52.33
158 4 52.33
4 159 49.23
159 4 49.23
4 160 44.22
160 4 44.22
4 161 37.95
161 4 37.95
4 162 32.22
162 4 32.22
4 163 26.2
163 4 26.2
4 164 15.0
164 4 15.0
4 165 16.38
165 4 16.38
4 166 20.14
166 4 20.14
4 167 29.66
167 4 29.66
4 168 34.27
168 4 34.27
4 169 40.0
169 4 40.0
4 170 46.76
170 4 46.76
4 171 53.14
171 4 53.14
4 172 58.33
172 4 58.33
4 173 62.19
173 4 62.19
4 174 67.13
174 4 67.13
4 175 73.79
175 4 73.79
4 176 86.91
176 4 86.91
4 177 92.31
177 4 92.31
4 178 98.56
178 4 98.56
4 179 104.9
179 4 104.9
4 180 111.53
180 4 111.53
4 181 118.15
181 4 118.15
4 182 116.93
182 4 116.93
4 183 110.39
183 4 110.39
4 184 102.33
184 4 102.33
4 185 87.52
185 4 87.52
4 186 82.17
186 4 82.17
4 187 75.66
187 4 75.66
4 188 61.89
188 4 61.89
4 189 57.0
189 4 57.0
4 190 53.1
190 4 53.1
4 191 50.04
191 4 50.04
4 192 45.33
192 4 45.33
4 193 39.23
193 4 39.23
4 194 33.72
194 4 33.72
4 195 28.02
195 4 28.02
4 196 18.0
196 4 18.0
4 197 19.16
197 4 19.16
4 198 22.46
198 4 22.46
4 199 31.29
199 4 31.29
4 200 35.68
200 4 35.68
4 201 41.22
201 4 41.22
4 202 47.81
202 4 47.81
4 203 54.06
203 4 54.06
4 204 59.17
204 4 59.17
4 205 62.98
205 4 62.98
4 206 67.86
206 4 67.86
4 207 74.46
207 4 74.46
4 208 87.48
208 4 87.48
4 209 92.84
209 4 92.84
4 210 99.06
210 4 99.06
4 211 105.37
211 4 105.37
4 212 111.98
212 4 111.98
4 213 118.56
213 4 118.56
4 214 117.35
214 4 117.35
4 215 110.84
215 4 110.84
4 216 102.81
216 4 102.81
4 217 88.09
217 4 88.09
4 218 82.77
218 4 82.77
4 219 76.31
219 4 76.31
4 220 62.68
220 4 62.68
4 221 57.86
221 4 57.86
4 222 54.03
222 4 54.03
4 223 51.02
223 4 51.02
4 224 46.6
224 4 46.6
4 225 40.7
225 4 40.7
4 226 35.41
226 4 35.41
